"Date","hour","temperature","kWh"
"12/28/2014",3,44.96,51.8230558020657
"12/28/2014",4,44.96,51.4346011055816
"12/28/2014",5,44.96,51.0490581835748
"12/28/2014",6,44.96,50.6664052099979
"12/28/2014",7,46.04,88.4185759630169
"12/28/2014",8,46.04,87.7558089656315
"12/28/2014",9,46.94,87.9019558121054
"12/28/2014",10,48.02,88.1900274132761
"12/28/2014",11,48.92,88.3037461266919
"12/28/2014",12,50,88.5548511447685
"12/28/2014",13,51.08,88.787003508316
"12/28/2014",14,51.98,88.8549776717002
"12/28/2014",15,48.92,85.6857416733602
"12/28/2014",16,46.94,83.3921257086941
"12/28/2014",17,46.94,82.7670359223052
"12/28/2014",18,46.04,81.3953236354996
"12/28/2014",19,44.96,79.8802069991361
"12/28/2014",20,44.06,45.1653396131284
"12/28/2014",21,42.08,43.8591807707696
"12/28/2014",22,41,42.9965667609269
"12/28/2014",23,39.92,42.1370352208914
"12/29/2014",0,39.02,82.4964696485825
"12/29/2014",1,37.94,80.7946136215723
"12/29/2014",2,37.04,79.2805123795523
"12/29/2014",3,35.96,77.5889035815657
"12/29/2014",4,35.96,77.0073135243057
"12/29/2014",5,35.96,76.4300829434539
"12/29/2014",6,35.06,74.9501366555205
"12/29/2014",7,35.06,129.331174700705
"12/29/2014",8,35.06,128.361735491906
"12/29/2014",9,39.02,134.037099447927
"12/29/2014",10,39.92,134.479920733873
"12/29/2014",11,41,135.173626128231
"12/29/2014",12,39.92,132.471410491243
"12/29/2014",13,41,133.154755124066
"12/29/2014",14,39.92,130.492898135083
"12/29/2014",15,39.92,129.514750892435
"12/29/2014",16,39.02,127.160295166617
"12/29/2014",17,37.94,124.537049400494
"12/29/2014",18,35.06,119.058158382084
"12/29/2014",19,33.08,114.950175060276
"12/29/2014",20,32,64.5954592105069
"12/29/2014",21,30.92,63.0750881937386
"12/29/2014",22,30.92,62.6022906355708
"12/29/2014",23,30.02,61.2680514428449
"12/30/2014",0,28.04,71.7489821961839
"12/30/2014",1,26.96,69.8960063687975
"12/30/2014",2,24.98,66.9056071420336
"12/30/2014",3,24.08,65.2576924244863
"12/30/2014",4,24.08,64.7685345253299
"12/30/2014",5,23,62.8982184333935
"12/30/2014",6,23,62.4267466536464
"12/30/2014",7,23,107.721277608434
"12/30/2014",8,24.08,109.267734303877
"12/30/2014",9,24.98,110.353841902626
"12/30/2014",10,26.06,111.749053795114
"12/30/2014",11,26.96,112.713095628727
"12/30/2014",12,28.04,113.973130233611
"12/30/2014",13,28.94,114.827671037029
"12/30/2014",14,30.02,115.966028775998
"12/30/2014",15,28.94,113.112674834201
"12/30/2014",16,28.04,110.594087151072
"12/30/2014",17,26.96,107.737904890779
"12/30/2014",18,26.06,105.221071184289
"12/30/2014",19,24.98,102.355465489502
"12/30/2014",20,24.98,58.431220859862
"12/30/2014",21,24.08,56.9920340273622
"12/30/2014",22,23,55.3462793544373
"12/30/2014",23,21.92,53.6917719182798
"12/31/2014",0,21.02,63.6665934180241
"12/31/2014",1,19.94,61.6271527207433
"12/31/2014",2,19.94,61.1652085815025
"12/31/2014",3,19.94,60.7067270781024
"12/31/2014",4,19.94,60.2516822553553
"12/31/2014",5,19.94,59.8000483526276
"12/31/2014",6,19.94,59.3517998023824
"12/31/2014",7,21.02,105.011425568806
"12/31/2014",8,24.08,111.168422189503
"12/31/2014",9,26.06,114.551557999396
"12/31/2014",10,28.04,117.713768632584
"12/31/2014",11,28.94,118.596355767064
"12/31/2014",12,28.94,117.707382496951
"12/31/2014",13,28.94,116.825072782981
"12/31/2014",14,28.94,115.949376676542
"12/31/2014",15,28.04,113.36762646692
"12/31/2014",16,26.96,110.439815297739
"12/31/2014",17,26.06,107.859863051947
"12/31/2014",18,26.06,107.051368266833
"12/31/2014",19,24.98,104.135915999645
"12/31/2014",20,24.98,59.4476189241049
"12/31/2014",21,23,56.7342837742918
"12/31/2014",22,21.92,55.0382836910973
"12/31/2014",23,21.92,54.6257283244687
