"Account","Date","kWh","month","day","year","hour","DayofWeek","weekdays","peakhour","temperature"
999999999,"1/4/2014",-11.3300622717486,1,4,2014,13,6,0,1,23
999999999,"1/4/2014",-10.7127107021057,1,4,2014,14,6,0,1,24.1
999999999,"1/4/2014",-10.5842738408064,1,4,2014,15,6,0,1,25
999999999,"1/4/2014",-9.96692227116359,1,4,2014,16,6,0,1,26.1
999999999,"1/4/2014",-12.0386015974105,1,4,2014,17,6,0,1,26.1
999999999,"1/4/2014",-11.9101647361113,1,4,2014,18,6,0,1,27
999999999,"1/4/2014",-13.9818440623582,1,4,2014,19,6,0,1,27
999999999,"1/4/2014",-104.194959676804,1,4,2014,20,6,0,0,26.1
999999999,"1/4/2014",-104.066522815505,1,4,2014,21,6,0,0,27
999999999,"1/4/2014",-106.138202141752,1,4,2014,22,6,0,0,27
999999999,"1/4/2014",-108.209881467999,1,4,2014,23,6,0,0,27
999999999,"1/5/2014",-72.112041690807,1,5,2014,0,0,0,0,27
999999999,"1/5/2014",-76.3838372046001,1,5,2014,1,0,0,0,26.1
999999999,"1/5/2014",-81.1445474267368,1,5,2014,2,0,0,0,25
999999999,"1/5/2014",-83.2162267529837,1,5,2014,3,0,0,0,25
999999999,"1/5/2014",-82.5988751833409,1,5,2014,4,0,0,0,26.1
999999999,"1/5/2014",-87.3595854054776,1,5,2014,5,0,0,0,25
999999999,"1/5/2014",-89.4312647317245,1,5,2014,6,0,0,0,25
999999999,"1/5/2014",-7.7617401448648,1,5,2014,7,0,0,1,24.1
999999999,"1/5/2014",-2.74415620012959,1,5,2014,8,0,0,1,27
999999999,"1/5/2014",-4.81583552637653,1,5,2014,9,0,0,1,27
999999999,"1/5/2014",0.446205772530476,1,5,2014,10,0,0,1,30
999999999,"1/5/2014",8.15282061315546,1,5,2014,11,0,0,1,34
999999999,"1/5/2014",10.9702883703445,1,5,2014,12,0,0,1,36
999999999,"1/5/2014",8.89860904409754,1,5,2014,13,0,0,1,36
999999999,"1/5/2014",6.82692971785063,1,5,2014,14,0,0,1,36
999999999,"1/5/2014",2.55513420405752,1,5,2014,15,0,0,1,35.1
999999999,"1/5/2014",0.483454877810587,1,5,2014,16,0,0,1,35.1
999999999,"1/5/2014",0.611891739109822,1,5,2014,17,0,0,1,36
999999999,"1/5/2014",-6.34893467057307,1,5,2014,18,0,0,1,34
999999999,"1/5/2014",-3.53146691338405,1,5,2014,19,0,0,1,36
999999999,"1/5/2014",-91.5444663402838,1,5,2014,20,0,0,0,36
999999999,"1/5/2014",-91.1715721248128,1,5,2014,21,0,0,0,37
999999999,"1/5/2014",-91.0431352635135,1,5,2014,22,0,0,0,37.9
999999999,"1/5/2014",-95.3149307773066,1,5,2014,23,0,0,0,37
999999999,"1/6/2014",40.8265002084773,1,6,2014,0,1,1,0,39
999999999,"1/6/2014",38.7548208822304,1,6,2014,1,1,1,0,39
999999999,"1/6/2014",46.4614357228554,1,6,2014,2,1,1,0,43
999999999,"1/6/2014",44.3897563966084,1,6,2014,3,1,1,0,43
999999999,"1/6/2014",45.0071079662513,1,6,2014,4,1,1,0,44.1
999999999,"1/6/2014",45.1355448275505,1,6,2014,5,1,1,0,45
999999999,"1/6/2014",47.7085552305678,1,6,2014,6,1,1,0,46.9
999999999,"1/6/2014",51.075,1,6,2014,7,1,1,1,48
999999999,"1/6/2014",90.764999,1,6,2014,8,1,1,1,48
999999999,"1/6/2014",95.609999,1,6,2014,9,1,1,1,51.1
999999999,"1/6/2014",89.894999,1,6,2014,10,1,1,1,52
999999999,"1/6/2014",82.005,1,6,2014,11,1,1,1,55.9
999999999,"1/6/2014",75.51,1,6,2014,12,1,1,1,55.9
999999999,"1/6/2014",64.125,1,6,2014,13,1,1,1,54
999999999,"1/6/2014",51.21,1,6,2014,14,1,1,1,53.1
999999999,"1/6/2014",23.55,1,6,2014,15,1,1,1,48
999999999,"1/6/2014",108.288392339487,1,6,2014,16,1,1,1,45
999999999,"1/6/2014",88.8602408670425,1,6,2014,17,1,1,1,37.9
999999999,"1/6/2014",84.5884453532494,1,6,2014,18,1,1,1,37
999999999,"1/6/2014",77.8720762977383,1,6,2014,19,1,1,1,35.1
999999999,"1/6/2014",-15.0300702125974,1,6,2014,20,1,1,0,33.1
999999999,"1/6/2014",-19.7907804347342,1,6,2014,21,1,1,0,32
999999999,"1/6/2014",-24.5514906568709,1,6,2014,22,1,1,0,30.9
999999999,"1/6/2014",-31.5123170665538,1,6,2014,23,1,1,0,28.9
999999999,"1/7/2014",15.6070836226464,1,7,2014,0,2,1,0,28
999999999,"1/7/2014",11.0908307546815,1,7,2014,1,2,1,0,27
999999999,"1/7/2014",6.81903524088836,1,7,2014,2,2,1,0,26.1
999999999,"1/7/2014",-10.4090000440101,1,7,2014,3,2,1,0,19.9
999999999,"1/7/2014",-19.3254852870673,1,7,2014,4,2,1,0,17.1
999999999,"1/7/2014",-26.2863116967502,1,7,2014,5,2,1,0,15.1
999999999,"1/7/2014",-33.7360528147767,1,7,2014,6,2,1,0,12.9
999999999,"1/7/2014",71.97,1,7,2014,7,2,1,1,12
999999999,"1/7/2014",105.059999,1,7,2014,8,2,1,1,12.9
999999999,"1/7/2014",75.42,1,7,2014,9,2,1,1,14
999999999,"1/7/2014",109.439995,1,7,2014,10,2,1,1,15.1
999999999,"1/7/2014",94.425,1,7,2014,11,2,1,1,15.1
999999999,"1/7/2014",87.21,1,7,2014,12,2,1,1,16
999999999,"1/7/2014",82.29,1,7,2014,13,2,1,1,15.1
999999999,"1/7/2014",79.59,1,7,2014,14,2,1,1,15.1
999999999,"1/7/2014",40.05,1,7,2014,15,2,1,1,12.9
999999999,"1/7/2014",29.2883578358606,1,7,2014,16,2,1,1,12
999999999,"1/7/2014",24.5276476137239,1,7,2014,17,2,1,1,10.9
999999999,"1/7/2014",20.2558520999308,1,7,2014,18,2,1,1,10
999999999,"1/7/2014",18.1841727736838,1,7,2014,19,2,1,1,10
999999999,"1/7/2014",-69.8288266532159,1,7,2014,20,2,1,0,10
999999999,"1/7/2014",-71.9005059794629,1,7,2014,21,2,1,0,10
999999999,"1/7/2014",-73.9721853057098,1,7,2014,22,2,1,0,10
999999999,"1/7/2014",-76.0438646319568,1,7,2014,23,2,1,0,10
999999999,"1/8/2014",-29.1689212969284,1,8,2014,0,3,1,0,9
999999999,"1/8/2014",-33.4407168107216,1,8,2014,1,3,1,0,8.1
999999999,"1/8/2014",-35.5123961369685,1,8,2014,2,3,1,0,8.1
999999999,"1/8/2014",-37.5840754632154,1,8,2014,3,3,1,0,8.1
999999999,"1/8/2014",-39.6557547894624,1,8,2014,4,3,1,0,8.1
999999999,"1/8/2014",-41.7274341157093,1,8,2014,5,3,1,0,8.1
999999999,"1/8/2014",14.07,1,8,2014,6,3,1,0,7
999999999,"1/8/2014",106.019999,1,8,2014,7,3,1,1,8.1
999999999,"1/8/2014",135.809997,1,8,2014,8,3,1,1,10.9
999999999,"1/8/2014",142.215,1,8,2014,9,3,1,1,14
999999999,"1/8/2014",152.534997,1,8,2014,10,3,1,1,17.1
