zipcode,bedroom,bathroom,type,parking,24h-emergency/maintenance,GYM,AC,free-water,free-electricity,free-heat,dishwasher,microwave,washer-dryer,public-transportation,price
2215,2,2,2,1,1,1,1,1,0,1,1,1,1,1,6197
2215,2,2,2,1,1,1,1,1,0,1,1,1,1,1,4402
2215,2,2,2,1,1,1,1,1,0,1,1,1,1,1,5442
2215,3,2,2,1,1,1,1,1,0,1,1,1,1,1,6437
2215,1,1,2,1,1,1,1,0,0,1,1,0,2,1,3300
2215,1,1,2,1,1,1,1,0,0,1,1,0,2,1,3350
2215,1,1,2,1,1,1,1,0,0,1,1,0,2,1,3400
2215,1,1,2,1,1,1,1,0,0,1,1,0,2,1,3400
2215,2,2,2,1,1,1,1,0,0,1,1,0,2,1,3560
2215,2,2,2,1,1,1,1,0,0,1,1,0,2,1,3955
2215,2,1,2,1,1,1,1,0,0,1,1,0,2,1,4425
2215,2,2,2,1,1,1,1,0,0,1,1,0,2,1,4256
2215,1,1,2,1,1,1,1,0,0,0,1,1,2,1,3988
2215,1,1,2,1,1,1,1,0,0,0,1,1,2,1,3928
2215,1,1,2,1,1,1,1,0,0,0,1,1,2,1,3326
2215,1,1,2,1,1,1,1,0,0,0,1,1,2,1,3360
2215,2,2,2,1,1,1,1,0,0,0,1,1,2,1,5836
2215,2,2,2,1,1,1,1,0,0,0,1,1,2,1,5056
